name,city,type,phone,email,website,address,nickname
Prie parko/ Palanga Park Hotel,Palanga,viešbutis,+37046051175,,https://www.vilaartemide.lt/en/,,prie-parko-palanga-park-hotel
Šilelis - Svečių namai Palangoje,Palanga,viešbutis,+37065615723,,https://www.vilaartemide.lt/en/,,silelis-sveciu-namai-palangoje
"Viešbutis Palangoje ""Tauras Center Hotel""",Palanga,viešbutis,+37068642825,,https://www.vilaartemide.lt/en/,,viesbutis-palangoje-tauras-center-hotel
"Viešbutis Palangoje ""Info hotel"" - modernūs, elegantiški ir jaukūs kambariai nuomai",Palanga,viešbutis,+37065659649,,https://m.me/InfoHotel,,viesbutis-palangoje-info-hotel-modernus-elegantiski-ir-jauku
Prabangus viešbutis Palangoje Amsterdam Plaza*****,Palanga,viešbutis,+37060110130,,https://www.vilaartemide.lt/en/,,prabangus-viesbutis-palangoje-amsterdam-plaza
"Sveikatos centras ""ENERGETIKAS""",Palanga,viešbutis,,,https://www.balticseaside.lt/en/accommodation/health-center-energetikas/,,sveikatos-centras-energetikas
"Apartamentai ""Tylios pušys"" - tik 100 metrų iki paplūdimio!",Palanga,viešbutis,+37061932168,,https://www.vilaartemide.lt/en/,,apartamentai-tylios-pusys-tik-100-metru-iki-papludimio
"Viešbutis Palangoje ""Best Palanga Hotel""",Palanga,viešbutis,+37066513768,,https://m.me/bestbaltic.palanga,,viesbutis-palangoje-best-palanga-hotel
"Vila ""Sraigė"" - tinkamiausia vieta Jūsų poilsiui Palangoje prie jūros!",Palanga,viešbutis,+37061449002,,https://www.vilaartemide.lt/en/,,vila-sraige-tinkamiausia-vieta-jusu-poilsiui-palangoje-prie-
"Viešbutis Palangoje ""Summertime Residence""",Palanga,viešbutis,+37129563902,,https://www.vilaartemide.lt/en/,,viesbutis-palangoje-summertime-residence
Viešbutis Mickevičiaus g. Palangoje,Palanga,viešbutis,+37061998032,,https://www.vilaartemide.lt/en/,,viesbutis-mickeviciaus-g-palangoje
"Viešbutis ""Senoji Hansa Hotel"": restoranas, pirtis, jacuzzi",Palanga,viešbutis,+37061887123,,https://www.vilaartemide.lt/en/,,viesbutis-senoji-hansa-hotel-restoranas-pirtis-jacuzzi
"Sanatorija Palangoje ""Gradiali"" Vanagupės g. 15",Palanga,viešbutis,+37066722801,,https://www.vilaartemide.lt/en/,,sanatorija-palangoje-gradiali-vanagupes-g-15
"""PALANGOS LINAS"" *** Viešbutis - reabilitacijos centras Palangoje",Palanga,viešbutis,,,https://www.vilaartemide.lt/en/,,palangos-linas-viesbutis-reabilitacijos-centras-palangoje
Vila Uosis - tai jaukiai įrengti atostogų apartamentai,Palanga,svečių namai,+37069889760,,https://www.vilaartemide.lt/en/,,vila-uosis-tai-jaukiai-irengti-atostogu-apartamentai
EuroVila Palangos senamiestyje,Palanga,svečių namai,+37069800713,,https://www.vilaartemide.lt/en/,,eurovila-palangos-senamiestyje
"Jaukūs apartamentai ""Vytauto 179"" Palangoje. Didelis kiemas, pavėsinės, grilis",Palanga,svečių namai,+37060273429,,https://www.vilaartemide.lt/en/,,jaukus-apartamentai-vytauto-179-palangoje-didelis-kiemas-pav
Svečių namai Palangoje „Igno vila“,Palanga,svečių namai,+37068671734,,https://www.vilaartemide.lt/en/,,sveciu-namai-palangoje-igno-vila
Dviejų kambarių apartamentai „Montika“ – Jūsų poilsis Palangoje,Palanga,svečių namai,+37067220935,,https://www.vilaartemide.lt/en/,,dvieju-kambariu-apartamentai-montika-jusu-poilsis-palangoje
"""Šermukšnių"" svečių namai su dideliu uždaru kiemu Palangoje",Palanga,svečių namai,+37068248723,,https://www.vilaartemide.lt/en/,,sermuksniu-sveciu-namai-su-dideliu-uzdaru-kiemu-palangoje
"Vila Vida - apartamentų nuoma Palangoje, Kunigiškiuose, netoli jūros",Palanga,svečių namai,+37068241470,,https://www.vilaartemide.lt/en/,,vila-vida-apartamentu-nuoma-palangoje-kunigiskiuose-netoli-j
LT 11 - 777 Edition - modernūs apartamentai Palangoje netoli centro,Palanga,svečių namai,+37066990777,,https://www.vilaartemide.lt/en/,,lt-11-777-edition-modernus-apartamentai-palangoje-netoli-cen
"""Justinos Vila"" - šiuolaikiškai įrengtų apartamentų nuoma Palangoje",Palanga,svečių namai,+37061556947,,https://www.vilaartemide.lt/en/,,justinos-vila-siuolaikiskai-irengtu-apartamentu-nuoma-palang
“Senoji Palanga” - kambarių ir apartamentų nuoma Palangos Centre!,Palanga,svečių namai,+37068799432,,https://m.me/SenojiPalanga,,senoji-palanga-kambariu-ir-apartamentu-nuoma-palangos-centre
Poilsio namai Palangoje „Pušų kiemas“. Už 200 m per pušyną - jūra :),Palanga,svečių namai,+37069596669,,https://m.me/pusukiemas,,poilsio-namai-palangoje-pusu-kiemas-uz-200-m-per-pusyn-jura
"Aktyvus poilsis su ratais ir be ratų nuosavame name ""Jūrų arkliukas""",Palanga,svečių namai,+37060082708,,https://www.vilaartemide.lt/en/,,aktyvus-poilsis-su-ratais-ir-be-ratu-nuosavame-name-juru-ark
"Vila ""Krantas"". 30 metrų iki paplūdimio!",Palanga,svečių namai,+37069843383,,https://www.vilaartemide.lt/en/,,vila-krantas-30-metru-iki-papludimio
"""Po Jūros banga"" - svečių namai Palangoje",Palanga,svečių namai,+37061127334,,https://www.vilaartemide.lt/en/,,po-juros-banga-sveciu-namai-palangoje
"Vila Laurus - 1, 2, 3 kambarių puikiai įrengti apartamentai Kunigiškėse, 300m iki jūros!",Palanga,svečių namai,+37069941009,renata.laure1974@gmail.com,https://m.me/RenataLaure,,vila-laurus-1-2-3-kambariu-puikiai-irengti-apartamentai-kuni
"Apartamentai ir kambariai Palangoje – Vila ""Vakarė"". Dideliame kieme: nuosavas pušynas, pavėsinės, lauko baldai",Palanga,svečių namai,+37068405006,,https://www.vilaartemide.lt/en/,,apartamentai-ir-kambariai-palangoje-vila-vakare-dideliame-ki
"Kambarių nuoma Palangos miesto širdyje, J. Basanavičiaus gatvėje",Palanga,svečių namai,+37063054777,,https://www.vilaartemide.lt/en/,,kambariu-nuoma-palangos-miesto-sirdyje-j-basanaviciaus-gatve
Pajūrio vila. Iki jūros tik 200 metrų!,Palanga,svečių namai,+37061632051,,https://www.vilaartemide.lt/en/,,pajurio-vila-iki-juros-tik-200-metru
"Svečių namai ""Tuopa"" - apartamentų nuoma su terasomis Nemirsetoje. Kieme - vaikų žaidimų aikštelė, batutas.",Palanga,svečių namai,+37068896600,,https://www.vilaartemide.lt/en/,,sveciu-namai-tuopa-apartamentu-nuoma-su-terasomis-nemirsetoj
"4 ir 6 vietų apartamentai Palangoje viloje „Tylos takas“: atskiri įėjimai, kiemas",Palanga,svečių namai,+37060106506,,https://www.vilaartemide.lt/en/,,4-ir-6-vietu-apartamentai-palangoje-viloje-tylos-takas-atski
"Vila ""Dia"" - Apartamentų nuoma Palangoje, prie pat pajūrio pušyno",Palanga,svečių namai,+37065623304,,https://www.vilaartemide.lt/en/,,vila-dia-apartamentu-nuoma-palangoje-prie-pat-pajurio-pusyno
"""Vila Sonata"" - apartamentai Jūsų šeimos poilsiui Palangoje!",Palanga,svečių namai,+37061400031,,https://www.vilaartemide.lt/en/,,vila-sonata-apartamentai-jusu-seimos-poilsiui-palangoje
"2-ių, 3-ių kambarių apartamentai ""Vanagas"" su terasomis ir šildomu baseinu 300 m iki jūros",Palanga,svečių namai,+37061123007,,https://www.vilaartemide.lt/en/,,2-iu-3-iu-kambariu-apartamentai-vanagas-su-terasomis-ir-sild
"Poilsio namai ""Relax Palanga"" - jaukių kambarių nuoma. Yra pirtis, baseinas",Palanga,svečių namai,+37061434777,,https://www.vilaartemide.lt/en/,,poilsio-namai-relax-palanga-jaukiu-kambariu-nuoma-yra-pirtis
"Kambarių nuoma Kunigiškėse. Iki jūros - 200m., iki parduotuvės 100m.",Palanga,svečių namai,+37067693724,,https://www.vilaartemide.lt/en/,,kambariu-nuoma-kunigiskese-iki-juros-200m-iki-parduotuves-10
"Svečių namai ""Juoda balta"" Kunigiškiuose",Palanga,svečių namai,+37068733259,,https://www.vilaartemide.lt/en/,,sveciu-namai-juoda-balta-kunigiskiuose
Villa Monciškė Jūsų poilsiui prie jūros,Palanga,svečių namai,+37067144826,,https://m.me/VillaMonciškė,,villa-monciske-jusu-poilsiui-prie-juros
„Saulės vila“ Kunigiškiuose – Palangoje. Geriausias poilsis šeimoms su vaikais bei šventės!,Palanga,svečių namai,+37063165353,,https://m.me/saulesvila,,saules-vila-kunigiskiuose-palangoje-geriausias-poilsis-seimo
"Poilsio namai Palangoje ""Saulė""",Palanga,svečių namai,+37067084944,,https://www.vilaartemide.lt/en/,,poilsio-namai-palangoje-saule
Birutės al. 18 - išskirtinių  apartamentų nuoma Palangos centre,Palanga,svečių namai,+37069940499,,https://www.vilaartemide.lt/en/,,birutes-al-18-isskirtiniu-apartamentu-nuoma-palangos-centre
"Tavo Pajūrio Namai - 2 aukštų namelis sukurtas ramybei, šviesai ir širdies poilsiui Palangoje",Palanga,svečių namai,+37061533838,,https://www.vilaartemide.lt/en/,,tavo-pajurio-namai-2-aukstu-namelis-sukurtas-ramybei-sviesai
"Vila ""Veneda"" - Kambarių nuoma privačiame name, TIK 200m iki  jūros!",Palanga,svečių namai,+37061224383,ramuspoilsis@gmail.com,https://www.vilaartemide.lt/en/,,vila-veneda-kambariu-nuoma-privaciame-name-tik-200m-iki-juro
"Nuo 40 Eur, butų, kambarių nuoma Palangoje, kiemas, atskiros virtuvės",Palanga,svečių namai,+37065222203,,https://www.vilaartemide.lt/en/,,nuo-40-eur-butu-kambariu-nuoma-palangoje-kiemas-atskiros-vir
"Kambarių nuoma Palangoje privačiuose svečių namuose ""Jūraušrė""",Palanga,svečių namai,+37068309604,,https://www.vilaartemide.lt/en/,,kambariu-nuoma-palangoje-privaciuose-sveciu-namuose-jurausre
"Apartamentai Palangoje arti jūros su terasomis ""VILA JŪRA""",Palanga,svečių namai,+37067837143,,https://www.vilaartemide.lt/en/,,apartamentai-palangoje-arti-juros-su-terasomis-vila-jura
"Poilsio namai ""Palanga 777"" Palangos centre, šalia parko ir Jūros, su patogumais",Palanga,svečių namai,+37069316777,info@palanga777.lt,https://m.me/IndrėŠliažienė,,poilsio-namai-palanga-777-palangos-centre-salia-parko-ir-jur
"Kambariai ir apartamentai poilsiui  Palangoje - Vila ""Pri Roužes""",Palanga,svečių namai,+37069830368,,https://www.vilaartemide.lt/en/,,kambariai-ir-apartamentai-poilsiui-palangoje-vila-pri-rouzes
"Apartamentų kompleksas ""Atsipūskit"" Kunigiškėse",Palanga,svečių namai,+37061025818,hello@atsipuskit.lt,https://www.vilaartemide.lt/en/,,apartamentu-kompleksas-atsipuskit-kunigiskese
"Svečių namai Palangoje ""Inkaras""",Palanga,svečių namai,+370 659 65667,info@inkaras.com [gen],https://inkaras.com/,,sveciu-namai-palangoje-inkaras
"Poilsis Palangoje, netoli jūros. Kambariai su visais patogumais viloje",Palanga,svečių namai,+37068942639,,https://www.vilaartemide.lt/en/,,poilsis-palangoje-netoli-juros-kambariai-su-visais-patogumai
"Danijaus kotedžai, butai pačiame Palangos centre, tik 5 min. iki jūros",Palanga,svečių namai,+37061422501,,https://www.vilaartemide.lt/en/,,danijaus-kotedzai-butai-paciame-palangos-centre-tik-5-min-ik
Kambarių nuoma Palangoje. Tik 400 metrų iki jūros!,Palanga,svečių namai,+37061495719,,https://www.vilaartemide.lt/en/,,kambariu-nuoma-palangoje-tik-400-metru-iki-juros
"""Vasaros AMBASADA"" - kambariai ir apartamentai kopose",Palanga,svečių namai,+37069808333,,https://www.vilaartemide.lt/en/,,vasaros-ambasada-kambariai-ir-apartamentai-kopose
Čiki Puki Laivas - Naujausi apartamentai Čiki Puki rajone. Kieme baseinas.,Palanga,svečių namai,+37069940499,,https://www.vilaartemide.lt/en/,,ciki-puki-laivas-naujausi-apartamentai-ciki-puki-rajone-kiem
"Vila ""Spyglė"" Palangoje. Tik 150 metrų iki paplūdimio!",Palanga,svečių namai,+37061157110,,https://www.vilaartemide.lt/en/,,vila-spygle-palangoje-tik-150-metru-iki-papludimio
"Atskiras butas ir kambariai Palangoje, nuosavame name ""Pas Birutę""",Palanga,svečių namai,+37061148986,,https://www.vilaartemide.lt/en/,,atskiras-butas-ir-kambariai-palangoje-nuosavame-name-pas-bir
"Nauji Apartamentai viloje Palangoje. Privatus kiemas, pavėsinė, 500 m iki jūros",Palanga,svečių namai,+37069888705,,https://www.vilaartemide.lt/en/,,nauji-apartamentai-viloje-palangoje-privatus-kiemas-pavesine
"Liuksai su terasomis, dviviečiai numeriai su dušais Kunigiškiuose viloje ""KIRAS"" – 400 m iki jūros",Palanga,svečių namai,+37068720166,,https://www.vilaartemide.lt/en/,,liuksai-su-terasomis-dvivieciai-numeriai-su-dusais-kunigiski
Apartamentų kompleksas Palangoje „Palangos Saulėgrąža”,Palanga,svečių namai,+37068601934,,https://m.me/LOretaŠiaučiūnienė,,apartamentu-kompleksas-palangoje-palangos-saulegr-za
"Pasaulio kraštas - namelių, apartamentų nuoma Kunigiškiuose",Palanga,svečių namai,+37068332476,,https://m.me/@pkrastas,,pasaulio-krastas-nameliu-apartamentu-nuoma-kunigiskiuose
"Svečių namai ""Vila G Palanga"" Jūsų vasaros poilsiui!",Palanga,svečių namai,+37063022264,,https://www.vilaartemide.lt/en/,,sveciu-namai-vila-g-palanga-jusu-vasaros-poilsiui
"Kambarių ir namelio nuoma labai patogioje vietoje, 200m iki jūros!",Palanga,svečių namai,+37068382940,,https://www.vilaartemide.lt/en/,,kambariu-ir-namelio-nuoma-labai-patogioje-vietoje-200m-iki-j
"""Vila Verbena"" Palangoje: 2-3 kambarių apartamentai su atskirais įėjimais, balkonu ar terasa, virtuve. 7min. iki jūros!",Palanga,svečių namai,+37061213541,,https://www.vilaartemide.lt/en/,,vila-verbena-palangoje-2-3-kambariu-apartamentai-su-atskirai
"Vilos su pirtimi nuoma Palangoje ""Vila Dovilas""",Palanga,svečių namai,+37068557443,,https://www.vilaartemide.lt/en/,,vilos-su-pirtimi-nuoma-palangoje-vila-dovilas
Želvė Village & SPA – unikali poilsio ir švenčių oazė,Palanga,svečių namai,+37046020420,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,zelve-village-spa-unikali-poilsio-ir-svenciu-oaze
"Palanga ""Pas Vidutę""",Palanga,svečių namai,+37061513655,,https://www.vilaartemide.lt/en/,,palanga-pas-vidute
"Kambarių ir buto nuoma Palangoje privačiame name ""Baltas namas""",Palanga,svečių namai,+37061650663,,https://www.vilaartemide.lt/en/,,kambariu-ir-buto-nuoma-palangoje-privaciame-name-baltas-nama
"Apartamentų ir kambarių nuoma Palangoje, miesto centre",Palanga,svečių namai,+37069873324,,https://www.vilaartemide.lt/en/,,apartamentu-ir-kambariu-nuoma-palangoje-miesto-centre
"Naujos ir prabangios sodybos ""Župė"" ir ""Župė de lux"" - Jūsų gražiausioms gyvenimo šventėms šalia jūros",Palanga,svečių namai,+37068511747,,https://www.vilaartemide.lt/en/,,naujos-ir-prabangios-sodybos-zupe-ir-zupe-de-lux-jusu-grazia
Apartamentai - butai Palangoje „Palanga Center Studios“,Palanga,svečių namai,+37060004242,,https://www.vilaartemide.lt/en/,,apartamentai-butai-palangoje-palanga-center-studios
"Vila ""Janina"" Palangoje",Palanga,svečių namai,+37065059490,,https://www.vilaartemide.lt/en/,,vila-janina-palangoje
"Kunigiškiuose, viloje ""Optimistas"" apartamentai, numeriai su virtuvėlėmis, terasomis ar balkonais. Dviejų miegamųjų namelis su terasa.",Palanga,svečių namai,+37067711986,,https://www.vilaartemide.lt/en/,,kunigiskiuose-viloje-optimistas-apartamentai-numeriai-su-vir
"""Pušų tako"" vila Palangoje. Vilos, apartamentų ir kambarių nuoma",Palanga,svečių namai,+37069519925,pusutakovila@gmail.com,https://www.vilaartemide.lt/en/,,pusu-tako-vila-palangoje-vilos-apartamentu-ir-kambariu-nuoma
Vila Valentina - kambarių nuoma Palangoje,Palanga,svečių namai,+37068736782,,https://www.vilaartemide.lt/en/,,vila-valentina-kambariu-nuoma-palangoje
"2021 atidaryti apartamentai Kunigiškiuose 2-6 asmenims. Terasos, balkonėliai",Palanga,svečių namai,+37069878311,,https://www.vilaartemide.lt/en/,,2021-atidaryti-apartamentai-kunigiskiuose-2-6-asmenims-teras
Anaičių sodyba - ramybės ir komforto oazė Palangoje su sauna ir sūkurine vonia,Palanga,svečių namai,+37067331432,,https://m.me/profile.php,,anaiciu-sodyba-ramybes-ir-komforto-oaze-palangoje-su-sauna-i
"Poilsis privačiame būste Palangoje ""Pas Edą""",Palanga,svečių namai,+37061159015,,https://www.vilaartemide.lt/en/,,poilsis-privaciame-buste-palangoje-pas-ed
Gerika guest house (Svečių namai),Palanga,svečių namai,+37067234567,,https://www.vilaartemide.lt/en/,,gerika-guest-house-sveciu-namai
Kambariai ir apartamentai Palangos centre – „Vila Elena“,Palanga,svečių namai,+37069810979,,https://www.vilaartemide.lt/en/,,kambariai-ir-apartamentai-palangos-centre-vila-elena
"Prie Šventosios upės sodyba ""Dalios dvarelis"" poilsiui ir šventėms",Palanga,svečių namai,+37068758245,kacalvydas@gmail.com,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,prie-sventosios-upes-sodyba-dalios-dvarelis-poilsiui-ir-sven
"""R22 Boutique"" apartamentų nuoma Palangoje su išpuoselėtu sodu",Palanga,svečių namai,+37065023007,,https://www.vilaartemide.lt/en/,,r22-boutique-apartamentu-nuoma-palangoje-su-ispuoseletu-sodu
"Kambariai ir apartamentai Palangoje ""Vila Romantika"" – patogus poilsis šeimoms ir poroms!",Palanga,svečių namai,+37068903189,,https://www.vilaartemide.lt/en/,,kambariai-ir-apartamentai-palangoje-vila-romantika-patogus-p
"Vila ""Medžiotojų apartamentai"" Palangos centre. Erdvūs, jaukiai įrengti apartamentai kokybiškam Jūsų poilsiui.",Palanga,svečių namai,+37068379306,,https://www.vilaartemide.lt/en/,,vila-medziotoju-apartamentai-palangos-centre-erdvus-jaukiai-
"Vila Renata Laure 200 m nuo jūros - atskiri apartamentai, nameliai",Palanga,svečių namai,+37069941009,renata.laure1974@gmail.com,https://m.me/RenataLaure,,vila-renata-laure-200-m-nuo-juros-atskiri-apartamentai-namel
"Kotedžo/namelio nuoma Palangoje, Kunigiškiuose ""Boho beach house""",Palanga,svečių namai,+37069825711,,https://www.vilaartemide.lt/en/,,kotedzo-namelio-nuoma-palangoje-kunigiskiuose-boho-beach-hou
"Svečių namai ""Palanga Centrum"". Kambariai su privačiais patogumais, iki jūros ir J.Basanavičiaus g. tik 6 minutės!",Palanga,svečių namai,+37061633999,info@palangacentrum.lt,https://www.vilaartemide.lt/en/,,sveciu-namai-palanga-centrum-kambariai-su-privaciais-patogum
"Levanda, SPA",Kretinga,SPA,+370 672 32044,info@spalevanda.lt [gen],http://www.spalevanda.lt/,"Pakrantės akl. 5A, Padvarių km, 97179 Kretinga, Lietuva",levanda-spa
Ecohotel,Kretinga,Viešbutis,+370 612 55533,,,"Vytauto g. 161, 97133 Kretinga, Lietuva",ecohotel
Trevena motelis,Kretinga,Viešbutis,+370 445 54737,info@trevena.lt,http://www.trevena.lt/,"Vilniaus g. 29B, 97101 Kretinga, Lietuva",trevena-motelis
Meguva Resort Hotel,Kretinga,Viešbutis,+370 600 85222,info@atostoguparkas.lt [gen],https://atostoguparkas.lt/,"97231 Žibininkai, Lietuva",meguva-resort-hotel-kretinga
Vienkiemis,Kretinga,Viešbutis,+370 685 69549,vienkiemis.sodyba@gmail.com,https://vienkiemis.lt/,"Vienkiemio g 3, 97196 Kretinga, Lietuva",vienkiemis
Viežbutis restoranas,Kretinga,Viešbutis,+370 684 53329,,,"Aukštaičių g. 3, 00128 Palanga, Lietuva",viezbutis-restoranas
"""Dvi Sesutės""",Kretinga,Viešbutis,,,,"J. Janonio g. 31, Palanga, 00133 Palangos m. sav., Lietuva",dvi-sesutes
Du broliai,Kretinga,Viešbutis,+370 460 48108,,,"Kretingos g. 36, Palanga, 00128 Palangos m. sav., Lietuva",du-broliai
Želvė Village & SPA,Kretinga,Viešbutis,+370 460 20420,info@zelvevillagespa.lt,http://www.zelvevillagespa.lt/,"Želvių gatvė 119, Želviai, 97261 Kretingos r. sav., Lietuva",zelve-village-spa
Pajūrio Gintaras,Kretinga,Viešbutis,+370 663 76969,,,"Gintaro g. 17-2, 00134 Palanga, Lietuva",pajurio-gintaras
Želvė Village & SPA – unikali poilsio ir švenčių oazė,Kretinga,viešbutis,+37046020420,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,zelve-village-spa-unikali-poilsio-ir-svenciu-oaze-3
"Vyšnių Dvaras – Jūsų šventėms, renginiams ar tiesiog ramiam poilsiui gamtos apsupty!",Kretinga,viešbutis,+37069956463,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,vysniu-dvaras-jusu-sventems-renginiams-ar-tiesiog-ramiam-poi-2
"Sodyba ""Baublių sodyba"" šalia Klaipėdos ir Palangos",Kretinga,viešbutis,+37065733226,,https://www.vilaartemide.lt/en/,,sodyba-baubliu-sodyba-salia-klaipedos-ir-palangos
Namelio su pirtimi ir namo nuoma 2 km nuo Palangos,Kretinga,viešbutis,+37061659584,,https://www.vilaartemide.lt/en/,,namelio-su-pirtimi-ir-namo-nuoma-2-km-nuo-palangos
Sodyba - kambarių nuoma Kretingos rajone,Kretinga,viešbutis,+37068359520,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,sodyba-kambariu-nuoma-kretingos-rajone
"Sodyba ""Tenženė"" – poilsis ir šventės",Kretinga,viešbutis,+37069190777,,https://www.vilaartemide.lt/en/,,sodyba-tenzene-poilsis-ir-sventes
Pilkų atspalvių naujas butas Kretingoje,Kretinga,viešbutis,+37067080272,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,pilku-atspalviu-naujas-butas-kretingoje
"Sodybos su pokylių sale nuoma šventėms ""Lunes""",Kretinga,viešbutis,+37061141500,info@lunes.lt,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,sodybos-su-pokyliu-sale-nuoma-sventems-lunes
"Namelių nuoma prie ežero netoli Šventosios (pirtis, žirgai bei kitos pramogos)",Kretinga,viešbutis,+37060305688,,https://m.me/poilsisprieezero,,nameliu-nuoma-prie-ezero-netoli-sventosios-pirtis-zirgai-bei-2
Jaukus motelis Kretingoje  „Smagratis“,Kretinga,viešbutis,+37065799157,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,jaukus-motelis-kretingoje-smagratis
Kambarių nuoma Kretingoje,Kretinga,viešbutis,+37067043046,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,kambariu-nuoma-kretingoje
"""Garaseta"" - mini sodybos nuoma pirtis, kubilas",Kretinga,viešbutis,+37060977868,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,garaseta-mini-sodybos-nuoma-pirtis-kubilas
2 kambarių apartamentai Kretingoje,Kretinga,viešbutis,+37060338507,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,2-kambariu-apartamentai-kretingoje
Išskirtinė vieta poilsiui šaliai Minijos upės. Sauseriuose,Kretinga,viešbutis,+37062569222,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,isskirtine-vieta-poilsiui-saliai-minijos-upes-sauseriuose
"AIROVITA, kambarių nuoma Kretingoje",Kretinga,viešbutis,+37068447299,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,airovita-kambariu-nuoma-kretingoje
"Apartamentai - kotedžiukai rąstiniame name, sodyboje netoli Palangos",Kretinga,viešbutis,+37063414424,,https://www.vilaartemide.lt/en/,,apartamentai-kotedziukai-r-stiniame-name-sodyboje-netoli-pal
Poilsis sodyboje netoli Šventosios,Kretinga,viešbutis,+37062033718,,https://zydroji-liepsna.lt/?lang=en,,poilsis-sodyboje-netoli-sventosios
East Island SPA Klaipėda,Klaipėda,SPA,+370 614 66660,vilnius@eastisland.lt,https://www.eastisland.lt/,"Naujojo Sodo g. 1, 92117 Klaipėda, Lietuva",east-island-spa-klaipeda
Azia Spa Klaipėda,Klaipėda,SPA,+370 667 44600,info@aziaspa.lt,http://www.aziaspa.lt/,"Tiltų g. 6, 91248 Klaipėda, Lietuva",azia-spa-klaipeda
Memel Head Spa,Klaipėda,SPA,+370 677 02569,info@instagram.com [gen],https://www.instagram.com/memel_head_spa?igsh=MWdsazllNno3OXY2bA%3D%3D&utm_source=qr,"Kepėjų g. 5, 91248 Klaipėda, Lietuva",memel-head-spa
Spa BRÌCOŁA,Klaipėda,SPA,+370 627 91047,info@bricola.lt,https://www.bricola.lt/,"Žvejų g. 18, Klaipėda, 91241 Klaipėdos m. sav., Lietuva",spa-brcoa
Sveikatinimo ir SPA centras NATURMED,Klaipėda,SPA,+370 646 22002,info@naturmed.lt [gen],http://www.naturmed.lt/,"Naujojo Sodo g. 1, 92117 Klaipėda, Lietuva",sveikatinimo-ir-spa-centras-naturmed
Victoria Hotel Klaipėda,Klaipėda,SPA,+370 620 66774,kaunas@hotelvictoria.lt,https://hotelvictoria.lt/,"S. Šimkaus g. 2, 92128 Klaipėda, Lietuva",victoria-hotel-klaipeda
Familia sana,Klaipėda,SPA,+370 606 94740,seimos.sveikata@gmail.com,http://familiasana.lt/,"S. Daukanto g. 34, 92143 Klaipėda, Lietuva",familia-sana
Vytauto SPA,Klaipėda,SPA,+370 670 02444,info@vytautospa.lt [gen],http://www.vytautospa.lt/,"Tuopų g. 11, 92353 Klaipėda, Lietuva",vytauto-spa
UAB Prisilietimas SPA,Klaipėda,SPA,+370 677 91181,uabprisilietimas@gmail.com,http://www.prisilietimas.lt/,"S. Šimkaus g. 2, 92128 Klaipėda, Lietuva",uab-prisilietimas-spa
Motelis | Vlantana,Klaipėda,Viešbutis,+370 46 416505,,,"Dvaro g., 92337 Slengiai, Lietuva",motelis-vlantana
Memel Hotel Klaipeda,Klaipėda,Viešbutis,+370 46 474900,info@navalis.lt,https://www.memelhotel.lt/,"Bangų g. 4, 91251 Klaipėda, Lietuva",memel-hotel-klaipeda
LUNA Self Check-in Hotel Klaipeda,Klaipėda,Viešbutis,+370 605 01513,info@lunahotel.lt [gen],https://lunahotel.lt/,"Minijos g. 43, 91208 Klaipėda, Lietuva",luna-self-check-in-hotel-klaipeda
Comfort Hostel Klaipeda,Klaipėda,Viešbutis,,,,"Bijūnų g. 2a, 91199 Klaipėda, Lietuva",comfort-hostel-klaipeda
Mercure Klaipeda City,Klaipėda,Viešbutis,+370 46 490800,info@all.accor.com [gen],https://all.accor.com/a/en/destination/city/hotels-klaipeda-v192578.html,"Šaulių g. 28, 92231 Klaipėda, Lietuva",mercure-klaipeda-city
KUBU guest house & sauna,Klaipėda,Viešbutis,+370 650 52311,info@kubu.lt [gen],http://www.kubu.lt/viesbuciai/guest-house/sveciu-namai-klaipedoje/,"Vilties g. 2, 92231 Klaipėda, Lietuva",kubu-guest-house-sauna
Tilžės (Studio) Apartments - Hotel (self chek-in) - Free parking,Klaipėda,Viešbutis,+370 640 34646,,,"Tilžės g. 28A, 91126 Klaipėda, Lietuva",tilzes-studio-apartments-hotel-self-chek-in-free-parking
Hotel Navalis,Klaipėda,Viešbutis,+370 46 404200,info@navalis.lt,http://tubinas.lt/navalis-viesbutis-restoranas-spa-pirtis-baseinas-sauna-konferenciju-sales-klaipeda.html,"H. Manto g. 23, 92234 Klaipėda, Lietuva",hotel-navalis
