name,city,type,phone,email,website,address,nickname
Neringa Restoranas,Neringa,Restoranas,+370 678 15569,hotel@neringavilnius.com,http://neringavilnius.com/,"Gedimino pr. 23, 01103 Vilnius, Lietuva",neringa-restoranas
Neringa Rooftop bar,Neringa,Restoranas,+370 602 73420,barai@neringavilnius.com,https://neringavilnius.com/lt/rooftop-baras/,"Gedimino pr. 23, Vilnius, 01104 Vilniaus m. sav., Lietuva",neringa-rooftop-bar
"Restoranas Nidoje „MEAT SteakHouse”, viešbutyje „Jelita”",Neringa,restoranas,+370 610 17143,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-nidoje-meat-steakhouse-viesbutyje-jelita
"Viešbutis - restoranas Nidoje ""Nerija"" ***",Neringa,restoranas,+370 682 38948,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,viesbutis-restoranas-nidoje-nerija
"Restoranas ""Nidos Prieplauka""",Neringa,restoranas,+370 614 91181,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-nidos-prieplauka
"Moderniai įrengti apartamentai ""Nida"" pačiame Nidos centre",Neringa,restoranas,+37061425550,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,moderniai-irengti-apartamentai-nida-paciame-nidos-centre
"Restoranas Nidoje ""Varna""",Neringa,restoranas,+370 604 88584,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-nidoje-varna
"Žuvies restoranas Nidoje ""FISHERIA""",Neringa,restoranas,+370 641 97729,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,zuvies-restoranas-nidoje-fisheria
Šeimos restoranas Nidoje ant marių kranto „Rotonda“,Neringa,restoranas,+370 685 01278,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,seimos-restoranas-nidoje-ant-mariu-kranto-rotonda
Restoranas Nidoje Bizarre,Neringa,restoranas,+370 664 81600,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-nidoje-bizarre
Restoranas Nidoje „Mama sakė paeis“,Neringa,restoranas,+370 602 42558,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-nidoje-mama-sake-paeis
Restoranas Nidoje „Bulvikis“,Neringa,restoranas,+370 640 79280,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-nidoje-bulvikis
"Restoranas Nidoje ""Ešerinė""",Neringa,restoranas,+370 469 52757,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-nidoje-eserine
„Kavos Draugas“ – kavos ir kavos aparatų mažmeninės prekybos tinklas,Neringa,restoranas,+370 665 01221,,https://www.vilaartemide.lt/en/,,kavos-draugas-kavos-ir-kavos-aparatu-mazmenines-prekybos-tin-3
"Restoranas Nidoje viešbutyje ""Nidus""",Neringa,restoranas,+370 469 52001,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-nidoje-viesbutyje-nidus
"Restoranas Nidoje „Stebuklai""",Neringa,restoranas,+370 615 17723,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-nidoje-stebuklai
Restoranas Nidoje „22 mylios“,Neringa,restoranas,+370 671 92197,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-nidoje-22-mylios
"Baras - restoranas ""Grill house""",Neringa,restoranas,+370 626 52260,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,baras-restoranas-grill-house
Restoranas baras Nidoje „Purvynės perlas“,Neringa,restoranas,+370 617 38788,,https://www.simplebooking.it/ibe/hotelbooking/search?hid=7326&lang=EN,,restoranas-baras-nidoje-purvynes-perlas
